match_id,tournament_id,tournament_name,tournament_gender,match_date,stage_name,home_team_id,home_team_name,away_team_id,away_team_name,home_team_score,away_team_score,extra_time,penalty_shootout,result
M-2019-08,WC-2019,2019 FIFA Women's World Cup,women,2019-06-10,group stage,T-03,Argentina,T-44,Japan,0,0,0,0,draw
M-2019-09,WC-2019,2019 FIFA Women's World Cup,women,2019-06-10,group stage,T-12,Canada,T-11,Cameroon,1,0,0,0,home team win
M-2019-10,WC-2019,2019 FIFA Women's World Cup,women,2019-06-11,group stage,T-49,New Zealand,T-48,Netherlands,0,1,0,0,away team win
M-2019-11,WC-2019,2019 FIFA Women's World Cup,women,2019-06-11,group stage,T-13,Chile,T-74,Sweden,0,2,0,0,away team win
M-2019-12,WC-2019,2019 FIFA Women's World Cup,women,2019-06-11,group stage,T-83,United States,T-76,Thailand,13,0,0,0,home team win
M-2019-13,WC-2019,2019 FIFA Women's World Cup,women,2019-06-12,group stage,T-50,Nigeria,T-71,South Korea,2,0,0,0,home team win
M-2019-14,WC-2019,2019 FIFA Women's World Cup,women,2019-06-12,group stage,T-31,Germany,T-73,Spain,1,0,0,0,home team win
M-2019-15,WC-2019,2019 FIFA Women's World Cup,women,2019-06-12,group stage,T-30,France,T-53,Norway,2,1,0,0,home team win
M-2019-16,WC-2019,2019 FIFA Women's World Cup,women,2019-06-13,group stage,T-04,Australia,T-09,Brazil,3,2,0,0,home team win
M-2019-17,WC-2019,2019 FIFA Women's World Cup,women,2019-06-13,group stage,T-70,South Africa,T-14,China,0,1,0,0,away team win
M-2019-18,WC-2019,2019 FIFA Women's World Cup,women,2019-06-14,group stage,T-44,Japan,T-64,Scotland,2,1,0,0,home team win
M-2019-19,WC-2019,2019 FIFA Women's World Cup,women,2019-06-14,group stage,T-43,Jamaica,T-41,Italy,0,5,0,0,away team win
M-2019-20,WC-2019,2019 FIFA Women's World Cup,women,2019-06-14,group stage,T-28,England,T-03,Argentina,1,0,0,0,home team win
M-2019-21,WC-2019,2019 FIFA Women's World Cup,women,2019-06-15,group stage,T-48,Netherlands,T-11,Cameroon,3,1,0,0,home team win
M-2019-22,WC-2019,2019 FIFA Women's World Cup,women,2019-06-15,group stage,T-12,Canada,T-49,New Zealand,2,0,0,0,home team win
M-2019-23,WC-2019,2019 FIFA Women's World Cup,women,2019-06-16,group stage,T-74,Sweden,T-76,Thailand,5,1,0,0,home team win
M-2019-24,WC-2019,2019 FIFA Women's World Cup,women,2019-06-16,group stage,T-83,United States,T-13,Chile,3,0,0,0,home team win
M-2019-25,WC-2019,2019 FIFA Women's World Cup,women,2019-06-17,group stage,T-14,China,T-73,Spain,0,0,0,0,draw
M-2019-26,WC-2019,2019 FIFA Women's World Cup,women,2019-06-17,group stage,T-70,South Africa,T-31,Germany,0,4,0,0,away team win
M-2019-27,WC-2019,2019 FIFA Women's World Cup,women,2019-06-17,group stage,T-50,Nigeria,T-30,France,0,1,0,0,away team win
M-2019-28,WC-2019,2019 FIFA Women's World Cup,women,2019-06-17,group stage,T-71,South Korea,T-53,Norway,1,2,0,0,away team win
M-2019-29,WC-2019,2019 FIFA Women's World Cup,women,2019-06-18,group stage,T-41,Italy,T-09,Brazil,0,1,0,0,away team win
M-2019-30,WC-2019,2019 FIFA Women's World Cup,women,2019-06-18,group stage,T-43,Jamaica,T-04,Australia,1,4,0,0,away team win
M-2019-31,WC-2019,2019 FIFA Women's World Cup,women,2019-06-19,group stage,T-44,Japan,T-28,England,0,2,0,0,away team win
M-2019-32,WC-2019,2019 FIFA Women's World Cup,women,2019-06-19,group stage,T-64,Scotland,T-03,Argentina,3,3,0,0,draw
M-2019-33,WC-2019,2019 FIFA Women's World Cup,women,2019-06-20,group stage,T-11,Cameroon,T-49,New Zealand,2,1,0,0,home team win
M-2019-34,WC-2019,2019 FIFA Women's World Cup,women,2019-06-20,group stage,T-48,Netherlands,T-12,Canada,2,1,0,0,home team win
M-2019-35,WC-2019,2019 FIFA Women's World Cup,women,2019-06-20,group stage,T-74,Sweden,T-83,United States,0,2,0,0,away team win
M-2019-36,WC-2019,2019 FIFA Women's World Cup,women,2019-06-20,group stage,T-76,Thailand,T-13,Chile,0,2,0,0,away team win
M-2019-37,WC-2019,2019 FIFA Women's World Cup,women,2019-06-22,round of 16,T-31,Germany,T-50,Nigeria,3,0,0,0,home team win
M-2019-38,WC-2019,2019 FIFA Women's World Cup,women,2019-06-22,round of 16,T-53,Norway,T-04,Australia,1,1,1,1,home team win
M-2019-39,WC-2019,2019 FIFA Women's World Cup,women,2019-06-23,round of 16,T-28,England,T-11,Cameroon,3,0,0,0,home team win
M-2019-40,WC-2019,2019 FIFA Women's World Cup,women,2019-06-23,round of 16,T-30,France,T-09,Brazil,2,1,1,0,home team win
M-2019-41,WC-2019,2019 FIFA Women's World Cup,women,2019-06-24,round of 16,T-73,Spain,T-83,United States,1,2,0,0,away team win
M-2019-42,WC-2019,2019 FIFA Women's World Cup,women,2019-06-24,round of 16,T-74,Sweden,T-12,Canada,1,0,0,0,home team win
M-2019-43,WC-2019,2019 FIFA Women's World Cup,women,2019-06-25,round of 16,T-41,Italy,T-14,China,2,0,0,0,home team win
M-2019-44,WC-2019,2019 FIFA Women's World Cup,women,2019-06-25,round of 16,T-48,Netherlands,T-44,Japan,2,1,0,0,home team win
M-2019-45,WC-2019,2019 FIFA Women's World Cup,women,2019-06-27,quarter-final,T-53,Norway,T-28,England,0,3,0,0,away team win
M-2019-46,WC-2019,2019 FIFA Women's World Cup,women,2019-06-28,quarter-final,T-30,France,T-83,United States,1,2,0,0,away team win
M-2019-47,WC-2019,2019 FIFA Women's World Cup,women,2019-06-29,quarter-final,T-41,Italy,T-48,Netherlands,0,2,0,0,away team win
M-2019-48,WC-2019,2019 FIFA Women's World Cup,women,2019-06-29,quarter-final,T-31,Germany,T-74,Sweden,1,2,0,0,away team win
M-2019-49,WC-2019,2019 FIFA Women's World Cup,women,2019-07-02,semi-final,T-28,England,T-83,United States,1,2,0,0,away team win
M-2019-50,WC-2019,2019 FIFA Women's World Cup,women,2019-07-03,semi-final,T-48,Netherlands,T-74,Sweden,1,0,1,0,home team win
M-2019-51,WC-2019,2019 FIFA Women's World Cup,women,2019-07-06,third-place match,T-28,England,T-74,Sweden,1,2,0,0,away team win
M-2019-52,WC-2019,2019 FIFA Women's World Cup,women,2019-07-07,final,T-83,United States,T-48,Netherlands,2,0,0,0,home team win
M-2022-01,WC-2022,2022 FIFA Men's World Cup,men,2022-11-20,group stage,T-59,Qatar,T-25,Ecuador,0,2,0,0,away team win
M-2022-02,WC-2022,2022 FIFA Men's World Cup,men,2022-11-21,group stage,T-28,England,T-38,Iran,6,2,0,0,home team win
M-2022-03,WC-2022,2022 FIFA Men's World Cup,men,2022-11-21,group stage,T-65,Senegal,T-48,Netherlands,0,2,0,0,away team win
M-2022-04,WC-2022,2022 FIFA Men's World Cup,men,2022-11-21,group stage,T-83,United States,T-85,Wales,1,1,0,0,draw
M-2022-05,WC-2022,2022 FIFA Men's World Cup,men,2022-11-22,group stage,T-03,Argentina,T-63,Saudi Arabia,1,2,0,0,away team win
M-2022-06,WC-2022,2022 FIFA Men's World Cup,men,2022-11-22,group stage,T-22,Denmark,T-79,Tunisia,0,0,0,0,draw
M-2022-07,WC-2022,2022 FIFA Men's World Cup,men,2022-11-22,group stage,T-46,Mexico,T-57,Poland,0,0,0,0,draw
M-2022-08,WC-2022,2022 FIFA Men's World Cup,men,2022-11-22,group stage,T-30,France,T-04,Australia,4,1,0,0,home team win
M-2022-09,WC-2022,2022 FIFA Men's World Cup,men,2022-11-23,group stage,T-47,Morocco,T-18,Croatia,0,0,0,0,draw
M-2022-10,WC-2022,2022 FIFA Men's World Cup,men,2022-11-23,group stage,T-31,Germany,T-44,Japan,1,2,0,0,away team win
M-2022-11,WC-2022,2022 FIFA Men's World Cup,men,2022-11-23,group stage,T-73,Spain,T-17,Costa Rica,7,0,0,0,home team win
M-2022-12,WC-2022,2022 FIFA Men's World Cup,men,2022-11-23,group stage,T-06,Belgium,T-12,Canada,1,0,0,0,home team win
M-2022-13,WC-2022,2022 FIFA Men's World Cup,men,2022-11-24,group stage,T-75,Switzerland,T-11,Cameroon,1,0,0,0,home team win
M-2022-14,WC-2022,2022 FIFA Men's World Cup,men,2022-11-24,group stage,T-84,Uruguay,T-71,South Korea,0,0,0,0,draw
M-2022-15,WC-2022,2022 FIFA Men's World Cup,men,2022-11-24,group stage,T-58,Portugal,T-32,Ghana,3,2,0,0,home team win
M-2022-16,WC-2022,2022 FIFA Men's World Cup,men,2022-11-24,group stage,T-09,Brazil,T-66,Serbia,2,0,0,0,home team win
M-2022-17,WC-2022,2022 FIFA Men's World Cup,men,2022-11-25,group stage,T-85,Wales,T-38,Iran,0,2,0,0,away team win
M-2022-18,WC-2022,2022 FIFA Men's World Cup,men,2022-11-25,group stage,T-59,Qatar,T-65,Senegal,1,3,0,0,away team win
M-2022-19,WC-2022,2022 FIFA Men's World Cup,men,2022-11-25,group stage,T-48,Netherlands,T-25,Ecuador,1,1,0,0,draw
M-2022-20,WC-2022,2022 FIFA Men's World Cup,men,2022-11-25,group stage,T-28,England,T-83,United States,0,0,0,0,draw
M-2022-21,WC-2022,2022 FIFA Men's World Cup,men,2022-11-26,group stage,T-79,Tunisia,T-04,Australia,0,1,0,0,away team win
M-2022-22,WC-2022,2022 FIFA Men's World Cup,men,2022-11-26,group stage,T-57,Poland,T-63,Saudi Arabia,2,0,0,0,home team win
M-2022-23,WC-2022,2022 FIFA Men's World Cup,men,2022-11-26,group stage,T-30,France,T-22,Denmark,2,1,0,0,home team win
M-2022-24,WC-2022,2022 FIFA Men's World Cup,men,2022-11-26,group stage,T-03,Argentina,T-46,Mexico,2,0,0,0,home team win
M-2022-25,WC-2022,2022 FIFA Men's World Cup,men,2022-11-27,group stage,T-44,Japan,T-17,Costa Rica,0,1,0,0,away team win
M-2022-26,WC-2022,2022 FIFA Men's World Cup,men,2022-11-27,group stage,T-06,Belgium,T-47,Morocco,0,2,0,0,away team win
M-2022-27,WC-2022,2022 FIFA Men's World Cup,men,2022-11-27,group stage,T-18,Croatia,T-12,Canada,4,1,0,0,home team win
M-2022-28,WC-2022,2022 FIFA Men's World Cup,men,2022-11-27,group stage,T-73,Spain,T-31,Germany,1,1,0,0,draw
M-2022-29,WC-2022,2022 FIFA Men's World Cup,men,2022-11-28,group stage,T-11,Cameroon,T-66,Serbia,3,3,0,0,draw
M-2022-30,WC-2022,2022 FIFA Men's World Cup,men,2022-11-28,group stage,T-71,South Korea,T-32,Ghana,2,3,0,0,away team win
M-2022-31,WC-2022,2022 FIFA Men's World Cup,men,2022-11-28,group stage,T-09,Brazil,T-75,Switzerland,1,0,0,0,home team win
M-2022-32,WC-2022,2022 FIFA Men's World Cup,men,2022-11-28,group stage,T-58,Portugal,T-84,Uruguay,2,0,0,0,home team win
M-2022-33,WC-2022,2022 FIFA Men's World Cup,men,2022-11-29,group stage,T-25,Ecuador,T-65,Senegal,1,2,0,0,away team win
M-2022-34,WC-2022,2022 FIFA Men's World Cup,men,2022-11-29,group stage,T-48,Netherlands,T-59,Qatar,2,0,0,0,home team win
M-2022-35,WC-2022,2022 FIFA Men's World Cup,men,2022-11-29,group stage,T-38,Iran,T-83,United States,0,1,0,0,away team win
M-2022-36,WC-2022,2022 FIFA Men's World Cup,men,2022-11-29,group stage,T-85,Wales,T-28,England,0,3,0,0,away team win
M-2022-37,WC-2022,2022 FIFA Men's World Cup,men,2022-11-30,group stage,T-04,Australia,T-22,Denmark,1,0,0,0,home team win
M-2022-38,WC-2022,2022 FIFA Men's World Cup,men,2022-11-30,group stage,T-79,Tunisia,T-30,France,1,0,0,0,home team win
M-2022-39,WC-2022,2022 FIFA Men's World Cup,men,2022-11-30,group stage,T-57,Poland,T-03,Argentina,0,2,0,0,away team win
M-2022-40,WC-2022,2022 FIFA Men's World Cup,men,2022-11-30,group stage,T-63,Saudi Arabia,T-46,Mexico,1,2,0,0,away team win
M-2022-41,WC-2022,2022 FIFA Men's World Cup,men,2022-12-01,group stage,T-12,Canada,T-47,Morocco,1,2,0,0,away team win
M-2022-42,WC-2022,2022 FIFA Men's World Cup,men,2022-12-01,group stage,T-18,Croatia,T-06,Belgium,0,0,0,0,draw
M-2022-43,WC-2022,2022 FIFA Men's World Cup,men,2022-12-01,group stage,T-17,Costa Rica,T-31,Germany,2,4,0,0,away team win
M-2022-44,WC-2022,2022 FIFA Men's World Cup,men,2022-12-01,group stage,T-44,Japan,T-73,Spain,2,1,0,0,home team win
M-2022-45,WC-2022,2022 FIFA Men's World Cup,men,2022-12-02,group stage,T-32,Ghana,T-84,Uruguay,0,2,0,0,away team win
M-2022-46,WC-2022,2022 FIFA Men's World Cup,men,2022-12-02,group stage,T-71,South Korea,T-58,Portugal,2,1,0,0,home team win
M-2022-47,WC-2022,2022 FIFA Men's World Cup,men,2022-12-02,group stage,T-11,Cameroon,T-09,Brazil,1,0,0,0,home team win
M-2022-48,WC-2022,2022 FIFA Men's World Cup,men,2022-12-02,group stage,T-66,Serbia,T-75,Switzerland,2,3,0,0,away team win
M-2022-49,WC-2022,2022 FIFA Men's World Cup,men,2022-12-03,round of 16,T-48,Netherlands,T-83,United States,3,1,0,0,home team win
M-2022-50,WC-2022,2022 FIFA Men's World Cup,men,2022-12-03,round of 16,T-03,Argentina,T-04,Australia,2,1,0,0,home team win
M-2022-51,WC-2022,2022 FIFA Men's World Cup,men,2022-12-04,round of 16,T-30,France,T-57,Poland,3,1,0,0,home team win
M-2022-52,WC-2022,2022 FIFA Men's World Cup,men,2022-12-04,round of 16,T-28,England,T-65,Senegal,3,0,0,0,home team win
M-2022-53,WC-2022,2022 FIFA Men's World Cup,men,2022-12-05,round of 16,T-44,Japan,T-18,Croatia,1,1,1,1,away team win
M-2022-54,WC-2022,2022 FIFA Men's World Cup,men,2022-12-05,round of 16,T-09,Brazil,T-71,South Korea,4,1,0,0,home team win
M-2022-55,WC-2022,2022 FIFA Men's World Cup,men,2022-12-06,round of 16,T-47,Morocco,T-73,Spain,0,0,1,1,home team win
M-2022-56,WC-2022,2022 FIFA Men's World Cup,men,2022-12-06,round of 16,T-58,Portugal,T-75,Switzerland,6,1,0,0,home team win
M-2022-57,WC-2022,2022 FIFA Men's World Cup,men,2022-12-09,quarter-finals,T-18,Croatia,T-09,Brazil,1,1,1,1,home team win
M-2022-58,WC-2022,2022 FIFA Men's World Cup,men,2022-12-09,quarter-finals,T-48,Netherlands,T-03,Argentina,2,2,1,1,away team win
M-2022-59,WC-2022,2022 FIFA Men's World Cup,men,2022-12-10,quarter-finals,T-47,Morocco,T-58,Portugal,1,0,0,0,home team win
M-2022-60,WC-2022,2022 FIFA Men's World Cup,men,2022-12-10,quarter-finals,T-28,England,T-30,France,1,2,0,0,away team win
M-2022-61,WC-2022,2022 FIFA Men's World Cup,men,2022-12-13,semi-finals,T-03,Argentina,T-18,Croatia,3,0,0,0,home team win
M-2022-62,WC-2022,2022 FIFA Men's World Cup,men,2022-12-14,semi-finals,T-30,France,T-47,Morocco,2,0,0,0,home team win
M-2022-63,WC-2022,2022 FIFA Men's World Cup,men,2022-12-17,third-place match,T-18,Croatia,T-47,Morocco,2,1,0,0,home team win
M-2022-64,WC-2022,2022 FIFA Men's World Cup,men,2022-12-18,final,T-03,Argentina,T-30,France,3,3,1,1,home team win
